rus,en,matched
Хируз,Hiruz,ფირუზ
Сахро,Sahro,სარო
Вактинг,Vakting,ვახტანგ
Лио,Lio,ლია
Башат,Bashat,რაშატ
Уршан-оглы,Urshan-ogli,უშანგი
Маркиян,Markiyan,მარიჯან
Мясник,Myasnik,მიასნიკ
Афросим,Afrosim,ამროსი
Рушди,Rushdi,მუშნი
Мариоз,Marioz,მარკოზ
Аласс,Alass,ალა
Габила,Gabila,გაბილ
Нол,Nol,ნოე
Карпези,Karpezi,კარპეზი
Малания,Malaniya,მელანია
Татавоз,Tatavoz,თათევოს
Санатрук,Sanatruk,სანათა
Харита,Harita,მარიტა
Ширин-оглы,SHirin-ogli,სირინოზი
Альфред,Alfred,ალფრედ
Казарус,Kazarus,კაზაროს
Мыкыртыч,Mikirtich,მიკირტიჩ
Камин,Kamin,რამინ
Пирза,Pirza,მირზა
Мосас,Mosas,მოსეს
Меподи,Mepodi,მელოდი
Фидан,Fidan,ფიდან
Багрита,Bagrita,ბაგრატ
Рауф,Rauf,რაულ
Гриши,Grishi,გრიშა
Феоктист,Feoktist,ლეონტი
Егон,Egon,ეგორ
Димитре,Dimitre,დიმიტრი
Кироид,Kiroid,იროდ
Джан,Dzhan,ჟან
Джано,Dzhano,ძანო
Хачика,Hachika,ხაჩიკ
Мусто,Musto,მუსა
Ермонт,Ermont,ერმონა
Аргя,Argya,არა
Концо,Konco,ბონდო
Чичино,CHichino,ჟიჟინო
Фанта,Fanta,სანტა
Агарон,Agaron,აგარონ
Гуня,Gunya,გუნა
Паликарп (Поликарп),Palikarp (Polikarp),პოლიკარპე
Эмурас,Emuras,მურას
Аганарьян,Aganaryan,განირა
Ухтани,Uhtani,ჟანი
Левана,Levana,ლევან
Шалка,SHalka,შალვა
Ароп,Arop,არიფ
Арип,Arip,არიფ
Севпетин,Sevpetin,სევერიან
Сандре,Sandre,სანდრო
Андра,Andra,ანდრო
Вахтонг,Vahtong,ვახტანგ
Елиазар,Eliazar,ელიაზარ
Гулаш,Gulash,გუნაშ
Джелемаль,Dzhelemal,ჟულეტა
Глинз,Glinz,გაიოზ
Армунат,Armunat,არმენაკ
Милят,Milyat,მილა
Кабрел,Kabrel,კარენ
Акаке,Akake,აკაკი
Геве,Geve,სევე
Отарин,Otarin,ოთარი
Тевдорс,Tevdors,თევდორე
Шауля,SHaulya,შალვა
Седык,Sedik,სედიკ
Амен,Amen,არმენ
Лоду,Lodu,ლიდა
Микола,Mikola,ნიკოლა
Махомед,Mahomed,მაჰამედ
Матевоч,Matevoch,მათევოს
Ады,Adi,ალი
Риджал,Ridzhal,რიზალ
Зихно,Zihno,ზინა
Иофан,Iofan,რომან
Коя,Koya,კობა
Санбей,Sanbei,სანიე
Барлоба,Barloba,ბარნაბა
Таймурас,Taimuras,თეიმურაზ
Авсенти,Avsenti,აქვსენტი
Мансир,Mansir,მანსირ
Зарен,Zaren,კარენ
Папий,Papii,პაპიკ
Нестен,Nesten,ნესტან
Ивуца,Ivuca,იუზა
Майбаут,Maibaut,საიათ
Буца,Buca,ბუბა
Гамаяк,Gamayak,ამაიაკ
Кобия,Kobiya,კობა
Варган,Vargan,ვართან
Афрай,Afrai,არამ
Михва,Mihva,მირზა
Мамна,Mamna,მამია
Маго,Mago,მარგო
Мирлан,Mirlan,მირიან
Пантилимон,Pantilimon,პანტელიმონ
Чаху,CHahu,ჩატუ
Микардыч,Mikardich,მიკირტიჩ
Никоз,Nikoz,ნიკო
Чучула,CHuchula,ჭუჭულა
Леушка,Leushka,ლეუშა
Шалове,SHalove,შალვა
Таша,Tasha,ლაშა
Акакий (Како),Akakii (Kako),აკაკი
Гигле,Gigle,გიგლა
Зейнал,Zeinal,ზეინალ
Амбарсум,Ambarsum,ამბარცუმ
Мануах,Manuah,მანუშ
Левентий,Leventii,ლევანტი
Басир,Basir,ბაქირ
Исаакий,Isaakii,ისააკი
Хачим,Hachim,ხაჩიკ
Миздон,Mizdon,მიზდონ
Носкида,Noskida,ნასყიდა
Гомид,Gomid,გამიდ
Дуреун,Dureun,დურსუნ
Микан,Mikan,მირან
Ираил,Irail,რაილ
Чермин,CHermin,ჩერმენ
Яш,YAsh,ლაშა
Акокий,Akokii,აკაკი
Амбека,Ambeka,ამბერკი
Дароте,Darote,დოროთე
Никандер,Nikander,ნიკანდრო
Нон,Non,ნოე
Воркес,Vorkes,ვარტკეს
Гача,Gacha,გოჩა
Язо,YAzo,ნაზო
Манея,Maneya,მანერა
Генуша,Genusha,გენუშა
Сака,Saka,მაკა
Харем,Harem,კარენ
Рамден,Ramden,რამინ
Фамаз,Famaz,თამაზ
Уманий,Umanii,მანია
Стамур,Stamur,ასტამურ
Биниамин,Biniamin,ბენიამინ
Вагинат,Vaginat,ვაგინაკ
Сетрон,Setron,სეირან
Суто,Suto,სათო
Амфросий,Amfrosii,ამბროსი
Кираз,Kiraz,კირაზ
Гайко,Gaiko,მაიკო
Сулкан,Sulkan,სულხან
Шаворш,SHavorsh,შავარშ
Ядгур,YAdgur,ბადურ
Аждар,Azhdar,აჟდარ
Сафа,Safa,საბა
Азоро,Azoro,ზორო
Кедеон,Kedeon,გედეონ
Тельмаг,Telmag,ტელმაგ
Авта,Avta,ავთო
Куршун,Kurshun,დურსუნ
Садыр,Sadir,სამირ
Маслабан,Maslaban,ასლან
Алмамед,Almamed,ალმამედ
Калисто,Kalisto,კალისტო
Евтей,Evtei,ევგენი
Хуседьянович,Husedyanovich,რუსუდანი
Еваль,Eval,ევა
Сраб,Srab,სრაპ
Базген,Bazgen,ვაზგენ
Коге,Koge,კოტე
Химца,Himca,რიმა
Фиб,Fib,ლია
Поликарпо,Polikarpo,პოლიკარპე
Бабкян,Babkyan,ბაბკენ
Шуша,SHusha,შუშა
Барноб,Barnob,ბარნაბ
Мамуд-оглы,Mamud-ogli,მამული
Сагатель,Sagatel,საგატელ
Мелино,Melino,მელანო
Аршиль,Arshil,არჩილ
Кироп,Kirop,კეროპ
Алика,Alika,ალიკა
Пейбан,Peiban,პეიმან
Рафан,Rafan,რამან
Аслат,Aslat,ასმათ
Атоп,Atop,აკოპ
Вагон,Vagon,ვაგან
Нарвик,Narvik,ნარგიზ
Эюб-оглы,Eyub-ogli,ჯუნგლი
Зилфигар,Zilfigar,ზილფიგარ
Миацакан,Miacakan,იასამან
Падыж,Padizh,ფარიზ
Абет,Abet,აბელ
Штоня,SHtonya,შოთა
Есеб,Eseb,ესე
Антролик,Antrolik,ანდრონიკ
Сафрон (Софрон),Safron (Sofron),სოლომონ
Зилимхан,Zilimhan,ზილიმხან
Эрасит,Erasit,რასიმ
Захарий (Шакро),Zaharii (SHakro),ზარნიშან
Оганос,Oganos,ოგანეს
Либорит,Liborit,ლიბარიტ
Азария,Azariya,ზარიფა
Омех,Omeh,ომერ
Кеворг,Kevorg,გევორგ
Ефтих,Eftih,ევტიხ
Герод,Gerod,გენად
Титевос,Titevos,თათევოს
Сердак,Serdak,სედა
Бернаб,Bernab,ბარნაბ
Чух,CHuh,ჩუტუ
Равид,Ravid,დავიდ
Лавро,Lavro,ლავრა
Рожен,Rozhen,როზენ
Митр.,Mitr.,მიტრო
Кирясим,Kiryasim,რასიმ
Папуч,Papuch,პაპუნა
Шукрих,SHukrih,შუქრი
Рак,Rak,რამ
Джибов,Dzhibov,ძილო
Нагабек,Nagabek,აგაბეკ
Павлес,Pavles,პავლე
Вахта,Vahta,ვაჟა
Варткос,Vartkos,ვარტკეს
Гегуца,Geguca,გუგულა
Эминмамед,Eminmamed,პირმამედ
Шаи,SHai,შაიგ
Бало,Balo,ბაბო
Тунья,Tunya,ტუნა
Гради,Gradi,რადი
Адат,Adat,ადათ
Иосифов,Iosifov,სოსიკო
Экнатос,Eknatos,კატო
Уджуши,Udzhushi,ტუღუში
Салом,Salom,სალიმ
Цахай,Cahai,ვაჰან
Нуридин,Nuridin,ნურადინ
Артеля,Artelya,არტემა
Решид-оглы,Reshid-ogli,რაშიდი
Маил-оглы,Mail-ogli,მანოლი
Киши,Kishi,კახი
Суфи,Sufi,იური
Амросим,Amrosim,ამროსი
Зармо,Zarmo,ზარო
Сетрап,Setrap,სეტრაკ
Загир,Zagir,ზაგირ
Дидич,Didich,დიდიკო
Мейрали,Meirali,მირალი
Оломпре,Olompre,ონოფრე
Ирас,Iras,ირმა
Масис,Masis,მასის
Мелкисидей,Melkisidei,მელსიდა
Артюша,Artyusha,არტუშა
Гамза-оглы,Gamza-ogli,ანატოლი
Сураф,Suraf,სურა
Крамитон,Kramiton,გრამიტონ
Квирия,Kviriya,კვირია
Раджаб Али,Radzhab Ali,ძაბული
Мумия,Mumiya,მამია
Амвросиян,Amvrosiyan,ამბროსი
Илизбар,Ilizbar,ელიზბარ
Фикри,Fikri,იური
Ваганак,Vaganak,ვაგინაკ
Коты,Koti,კოტე
Дениси,Denisi,დენისი
Саидра,Saidra,საიდა
Бадирша,Badirsha,ბედიშა
Солом.,Solom.,სოლომონ
Самисон,Samison,სამსონ
Норвус,Norvus,ნორა
Селе,Sele,სესე
Чало,CHalo,ჟალე
Шалипо,SHalipo,შალიკო
Василии (Василий),Vasilii (Vasilii),ვასილისა
Ами,Ami,ალი
Печер,Pecher,პეტრე
Бабакиши,Babakishi,ბაბუში
Гедевани,Gedevani,გედევანი
Флорентий,Florentii,ლორენტი
Абдулай,Abdulai,აბდულა
Чакро,CHakro,შაკრო
Фирана,Firana,სირანა
Шурка,SHurka,შურა
Артоваз,Artovaz,ართავაზ
Кинс,Kins,კიას
Алет,Alet,ამლეტ
Мордан,Mordan,მარდან
Матиос,Matios,მათიკო
Паче,Pache,ვაჩე
Ванко,Vanko,ვანო
Титур,Titur,ტიმურ
Романо,Romano,რომან
Изнул-оглы,Iznul-ogli,იულონი
Торота,Torota,ტოროლა
Промон,Promon,პრამონ
Пахрат,Pahrat,ფახრატ
Паата,Paata,პაატა
Хуршуд,Hurshud,მურშუდ
Шары,SHari,შარიფ
Насвид,Nasvid,რაშიდ
Зерка,Zerka,ზერა
Базрат,Bazrat,ბაგრატ
Сараньян,Saranyan,სარანა
Ермол.,Ermol.,ერმილე
Сулу,Sulu,გულუ
Шейх,SHeih,შიო
Эвстафий,Evstafii,ევსტაფი
Северан,Severan,სევერიან
Этери,Eteri,ეთერა
Варлен,Varlen,მარლენ
Калюст,Kalyust,გალუსტ
Екатиме,Ekatime,ექვთიმე
Сахраб-оглы,Sahrab-ogli,ანატოლი
Иордал,Iordal,იორდან
Саврот,Savrot,სარო
Кал.,Kal.,კალე
Георгий (Григорий),Georgii (Grigorii),გრიგორი
Тития,Titiya,ტიტიბა
Расул-оглы,Rasul-ogli,რასული
Азик,Azik,აზიზ
Пайуш,Paiush,ანუშ
Терапон,Terapon,ტრიფონ
Ардачи,Ardachi,დაჩი
Арчас,Archas,არჩილ
Саламбек,Salambek,ბალაბეკ
Китесо,Kiteso,კესო
Пасо,Paso,ფასო
Алахяр,Alahyar,ალასკარ
Джака,Dzhaka,ჟალა
Казанким,Kazankim,ხანიმ
Тига,Tiga,თინა
Джату,Dzhatu,ჟატუ
Вачет,Vachet,ვაჩე
Парам,Param,არამ
Татевас,Tatevas,თათევოს
Саракан,Sarakan,სირაკან
Гало,Galo,გულო
Ивироси,Ivirosi,კვიროსი
Гиорш,Giorsh,გიორგი
Саниоз,Sanioz,გაიოზ
Чеслав,CHeslav,ვიაჩესლავ
Баграта,Bagrata,ბაგრატ
Наталья,Natalya,ნატაშა
Залериан,Zalerian,ვალერიან
Дуньямали,Dunyamali,დუნიამალი
Артевазд,Artevazd,არტავაზდ
Кипса,Kipsa,კიცა
Ирафим,Irafim,რასიმ
Акот,Akot,აკოპ
Мамантин,Mamantin,მამანტი
Меджих,Medzhih,მედეია
Агосин,Agosin,აგასინ
Сардаш,Sardash,არტაშ
Низам,Nizam,ნიზამ
Хичи,Hichi,დაჩი
Паралин,Paralin,პარვინ
Ката,Kata,ნატა
Содрак,Sodrak,სედრაკ
Арутюш,Arutyush,არტუშ
Вакро,Vakro,ვარო
Мушки,Mushki,მუშნი
Гранит,Granit,გრანტ
